pKey;JobStartDate;JobEndDate;APINumber;StateNumber;CountyNumber;OperatorName;WellName;Latitude;Longitude;Projection;TVD;TotalBaseWaterVolume;TotalBaseNonWaterVolume;StateName;CountyName;FFVersion;FederalWell;IndianWell
C8E085BC-4A77-45D2-BAFC-B0665DA97505;2010-11-06 00:00:00.000;2010-11-06 00:00:00.000;49035275820000;49;35;Encana Oil & Gas (USA) Inc.;Stud Horse Butte 34-15;42,485249;-109,697883;NAD83;NULL;NULL;NULL;Wyoming;Sublette;1;0;0
204F0653-4007-47C5-9AE4-15750FE7EE78;2010-11-06 00:00:00.000;2010-11-06 00:00:00.000;49035275900000;49;35;Encana Oil & Gas (USA) Inc.;Stud Horse Butte 32-15;42,486907;-109,695888;NAD83;NULL;NULL;NULL;Wyoming;Sublette;1;0;0
1B30667F-6E65-42F3-A216-54D2439BF642;2010-11-09 00:00:00.000;2010-11-09 00:00:00.000;49035266860000;49;35;Encana Oil & Gas (USA) Inc.;Stud Horse Butte 72-15;42,477975;-109,713099;NAD83;NULL;NULL;NULL;Wyoming;Sublette;1;0;0
F5385DE4-599A-455A-9CE6-2A43C237ADA4;2010-11-09 00:00:00.000;2010-11-09 00:00:00.000;49035275830000;49;35;Encana Oil & Gas (USA) Inc.;Stud Horse Butte 74-15;42,475923;-109,710996;NAD83;NULL;NULL;NULL;Wyoming;Sublette;1;0;0
25BD5E7D-DD71-4319-97E5-7AE43529967B;2010-11-12 00:00:00.000;2010-11-12 00:00:00.000;37129284030000;37;129;Chevron USA Inc.;Elias 12H;40,187194;-79,718;NAD83;NULL;NULL;NULL;Pennsylvania ;Westmoreland;1;0;0
3B8CDE07-7F0F-4C54-9EA6-8C82D5C21C26;2010-11-12 00:00:00.000;2010-11-12 00:00:00.000;37129284040000;37;129;Chevron USA Inc.;Elias 11H;40,187167;-79,718;NAD83;NULL;NULL;NULL;Pennsylvania ;Westmoreland;1;0;0
C0B56AEC-9FBE-48BC-A260-8DCBC27B6E42;2010-11-16 00:00:00.000;2010-11-16 00:00:00.000;37059253230000;37;59;CONSOL Energy Inc.;NV-26CV;39,9864;-80,28084;NAD27;NULL;NULL;NULL;PA;Greene;1;0;0
4E27B532-89D0-4CB8-8F41-3F36C8A47EBB;2010-11-17 00:00:00.000;2010-11-17 00:00:00.000;49035267690000;49;35;Encana Oil & Gas (USA) Inc.;Stud Horse Butte 19-10;42,502936;-109,701106;NAD83;NULL;NULL;NULL;Wyoming;Sublette;1;0;0
34F0E34B-F993-4EE6-BBF2-BBDC237C122C;2010-11-17 00:00:00.000;2010-11-17 00:00:00.000;49035268000000;49;35;Encana Oil & Gas (USA) Inc.;Stud Horse Butte 45-10;42,49747;-109,703658;NAD83;NULL;NULL;NULL;Wyoming;Sublette;1;0;0
167FB94C-6C14-4F6D-97F7-0BE4F351ACB7;2010-11-17 00:00:00.000;2010-11-17 00:00:00.000;49035250640000;49;35;Encana Oil & Gas (USA) Inc.;Jonah Federal 74-7;42,411649;-109,740428;NAD83;NULL;NULL;NULL;Wyoming;Sublette;1;0;0
